surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence
マネ,マネ,mane,名詞-普通名詞-サ変可能,1,imitation,"The act of mimicking or copying someone or something. It can refer to behavior, manners, style, etc. Often used in contexts such as business, fashion, or art as an inspiration or replication.",彼の絵は私の作品のマネに過ぎない。
ヘヘヘヘ,ヘヘヘヘ,hehehehe,名詞-普通名詞-一般,1,laughter,"A representation of laughter, similar to 'haha' or 'hehe' in English, often used to convey amusement or lightheartedness.",彼はうれしくてヘヘヘヘと笑った。
ヘッヘッヘ,ヘッヘッヘ,hehhehhe,名詞-普通名詞-一般,1,chuckle,"A sound made to express light amusement or sly laughter, often written as a string of 'heh' sounds in English.",彼は冗談を言ってヘッヘッヘと笑った。
フフフ,フフフ,fufufu,感動詞-一般,1,chuckle,"'フフフ' is an interjection that expresses a soft, amused chuckle or laugh, often conveying a sense of mild amusement or slyness.",彼は冗談を言って、フフフと笑った。
フッフフフ,フッフフフ,fuffufufu,名詞-普通名詞-一般,1,laughter,"A word representing a type of laughter or giggling sound, often used in informal contexts to mimic a giggle or soft laugh in Japanese.",彼はそのジョークを聞いてフッフフフと笑った。
ヒャ,ヒャ,hya,記号-一般,1,onomatopoeia,"ヒャ (Hya) is an onomatopoeic expression used to convey a sudden or surprised reaction, often in response to coldness or a shocking event.",その冷たい風にヒャっと驚いた。
ハ,ハ,ha,記号-一般,1,ha,A phonetic symbol in the Japanese alphabet used in writing systems such as hiragana and katakana. It is often used to denote the particles 'wa' (when used as a topic marker) and 'ha' (as in sound).,今日は天気がいいですね。
テスト,テスト,tesuto,名詞-普通名詞-サ変可能,1,test,"A method of assessing someone or something, typically by means of an examination or series of questions.",彼は昨日、数学のテストを受けた。
チビ,チビ,chibi,名詞-普通名詞-形状詞可能,1,shorty,A colloquial term often used to refer to a person who is short in stature or a small child. It can be affectionate or derogatory depending on context.,彼はいつもチビと言われている。
スタミナ,スタミナ,sutamina,名詞-普通名詞-一般,1,stamina,Stamina refers to the ability to sustain prolonged physical or mental effort. It can also mean endurance or resilience in the context of performing activities over an extended period.,彼はスタミナがあるので、長時間の仕事でも疲れません。
サクラ,サクラ,sakura,名詞-固有名詞-人名-名,1,Sakura,"Sakura is a common Japanese given name, which means 'cherry blossom'. It is often used for females in Japan and symbolizes beauty and the transient nature of life.",サクラは日本の代表的な名前です。
ケチ,ケチ,kechi,名詞-普通名詞-形状詞可能,1,stingy,"The term 'ケチ' can refer to someone who is stingy or frugal, indicating a person who tends to save money excessively or is unwilling to spend it. It can also imply meanness or pettiness in a broader sense.",彼はいつもケチだから、友達におごらない。
あ,ア,a,感動詞-フィラー,1,um,"A filler interjection often used in conversation when pausing to think or hesitate, similar to saying 'um' or 'uh' in English.",あ、そうなんだ。それは知らなかった。
クラス,クラス,kurasu,名詞-普通名詞-一般,1,class,"A group of students who are taught together; it can also refer to a category or division in various contexts like social, economic, or biological.",彼はクラスで一番優秀な生徒です。
キレイ,キレー,kirei,形状詞-一般,1,beautiful,"The word 'キレイ' is an adjective in Japanese, primarily meaning beautiful or pretty. It can also mean clean or tidy, depending on the context. It is often used to describe physical appearance or a neat and clean condition.",彼女はとてもキレイです。
キレ,キレ,kire,名詞-普通名詞-助数詞可能,1,strength,"Kire can refer to the sharpness or cleanness in various contexts, such as the precision of a cut, the clarity of explanation, or even the vigor or effectiveness of an action.",このナイフは切れが良い。
ガ,ガ,ga,名詞-普通名詞-一般,1,moth,"The word 'ガ' refers to a 'moth' in English. It is a type of insect belonging to the order Lepidoptera, which includes butterflies as well. Moths are typically nocturnal and are often attracted to light sources at night.",夜になると、たくさんのガが街灯に集まる。
カッ,カッ,katsu,副詞,1,suddenly,"The word 'カッ' is an adverb that conveys a sense of suddenness, abruptness, or sharpness in change or action. It is often used to describe a sudden burst of light or noise, or a quick movement.",彼はカッと怒り出した。
カス,カス,kasu,名詞-普通名詞-一般,1,scum,Refers to something worthless or the residue left over from something that has deteriorated or burned.,この壁にはカスがたくさん付いている。
ウッフ,ウッフ,uffu,名詞-普通名詞-一般,1,egg,"The word 'ウッフ' is a borrowed term from French 'œuf', meaning 'egg'. It refers to the biological entity laid by birds, reptiles, amphibians, and some fish, consisting typically of a hard outer shell that protects the developing embryo.",朝食にウッフを料理しました。
イ,イ,i,記号-一般,1,I,"This represents the vowel sound 'I' in Japanese kana, used as a phonetic symbol.",アイスクリームが好きです。
アハハ,アハハ,ahaha,感動詞-一般,1,Haha,"An expression of laughter, similar to 'Haha' in English, used to convey amusement or joy.",彼の冗談を聞いて、みんながアハハと笑った。
んな,ンナ,nna,連体詞,1,such,"The word 'んな' is used to describe or modify a noun, suggesting 'such' or 'of that kind'. It emphasizes the nature or characteristic of something.",んなことが起きるなんて信じられない。
ん,ン,n,感動詞-一般,1,hmm,"The Japanese interjection 'ん' is often used to express hesitation, thoughtfulness, or uncertainty, similar to 'hmm' or 'uh' in English.",彼は考え込みながら、『ん、どうしようかな』と言った。
あ,ア,a,動詞-非自立可能,1,outcry,"An expression of strong emotion, often used as an auxiliary verb in combination with others to give emphasis or emotion to the main action.",彼は驚いて「わあ！」とあ声をあげた。
